packet_id,timestamp,device_address,packet_length,payload_size,packets_per_second,is_anomaly,large_packet_anomaly,high_frequency_anomaly,anomaly_type,severity
220,2026-09-24 02:27:21.774095+00:00,aa:bb:cc:dd:ee:99,25,10,101.26582765582462,True,False,True,High Frequency,HIGH
221,2026-09-24 02:27:21.784095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
222,2026-09-24 02:27:21.794095+00:00,aa:bb:cc:dd:ee:99,31,16,101.26582765582462,True,False,True,High Frequency,HIGH
223,2026-09-24 02:27:21.804095+00:00,aa:bb:cc:dd:ee:99,34,19,101.26582765582462,True,False,True,High Frequency,HIGH
224,2026-09-24 02:27:21.814095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
225,2026-09-24 02:27:21.824095+00:00,aa:bb:cc:dd:ee:99,26,11,101.26582765582462,True,False,True,High Frequency,HIGH
226,2026-09-24 02:27:21.834095+00:00,aa:bb:cc:dd:ee:99,30,15,101.26582765582462,True,False,True,High Frequency,HIGH
227,2026-09-24 02:27:21.844095+00:00,aa:bb:cc:dd:ee:99,25,10,101.26582765582462,True,False,True,High Frequency,HIGH
228,2026-09-24 02:27:21.854095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
229,2026-09-24 02:27:21.864095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
230,2026-09-24 02:27:21.874095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
231,2026-09-24 02:27:21.884095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
232,2026-09-24 02:27:21.894095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
233,2026-09-24 02:27:21.904095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
234,2026-09-24 02:27:21.914095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
235,2026-09-24 02:27:21.924095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
236,2026-09-24 02:27:21.934095+00:00,aa:bb:cc:dd:ee:99,29,14,101.26582765582462,True,False,True,High Frequency,HIGH
237,2026-09-24 02:27:21.944095+00:00,aa:bb:cc:dd:ee:99,29,14,101.26582765582462,True,False,True,High Frequency,HIGH
238,2026-09-24 02:27:21.954095+00:00,aa:bb:cc:dd:ee:99,26,11,101.26582765582462,True,False,True,High Frequency,HIGH
239,2026-09-24 02:27:21.964095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
240,2026-09-24 02:27:21.974095+00:00,aa:bb:cc:dd:ee:99,30,15,101.26582765582462,True,False,True,High Frequency,HIGH
241,2026-09-24 02:27:21.984095+00:00,aa:bb:cc:dd:ee:99,34,19,101.26582765582462,True,False,True,High Frequency,HIGH
242,2026-09-24 02:27:21.994095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
243,2026-09-24 02:27:22.004095+00:00,aa:bb:cc:dd:ee:99,35,20,101.26582765582462,True,False,True,High Frequency,HIGH
244,2026-09-24 02:27:22.014095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
245,2026-09-24 02:27:22.024095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
246,2026-09-24 02:27:22.034095+00:00,aa:bb:cc:dd:ee:99,35,20,101.26582765582462,True,False,True,High Frequency,HIGH
247,2026-09-24 02:27:22.044095+00:00,aa:bb:cc:dd:ee:99,31,16,101.26582765582462,True,False,True,High Frequency,HIGH
248,2026-09-24 02:27:22.054095+00:00,aa:bb:cc:dd:ee:99,28,13,101.26582765582462,True,False,True,High Frequency,HIGH
249,2026-09-24 02:27:22.064095+00:00,aa:bb:cc:dd:ee:99,30,15,101.26582765582462,True,False,True,High Frequency,HIGH
250,2026-09-24 02:27:22.074095+00:00,aa:bb:cc:dd:ee:99,26,11,101.26582765582462,True,False,True,High Frequency,HIGH
251,2026-09-24 02:27:22.084095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
252,2026-09-24 02:27:22.094095+00:00,aa:bb:cc:dd:ee:99,35,20,101.26582765582462,True,False,True,High Frequency,HIGH
253,2026-09-24 02:27:22.104095+00:00,aa:bb:cc:dd:ee:99,25,10,101.26582765582462,True,False,True,High Frequency,HIGH
254,2026-09-24 02:27:22.114095+00:00,aa:bb:cc:dd:ee:99,28,13,101.26582765582462,True,False,True,High Frequency,HIGH
255,2026-09-24 02:27:22.124095+00:00,aa:bb:cc:dd:ee:99,34,19,101.26582765582462,True,False,True,High Frequency,HIGH
256,2026-09-24 02:27:22.134095+00:00,aa:bb:cc:dd:ee:99,29,14,101.26582765582462,True,False,True,High Frequency,HIGH
257,2026-09-24 02:27:22.144095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
258,2026-09-24 02:27:22.154095+00:00,aa:bb:cc:dd:ee:99,30,15,101.26582765582462,True,False,True,High Frequency,HIGH
259,2026-09-24 02:27:22.164095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
260,2026-09-24 02:27:22.174095+00:00,aa:bb:cc:dd:ee:99,29,14,101.26582765582462,True,False,True,High Frequency,HIGH
261,2026-09-24 02:27:22.184095+00:00,aa:bb:cc:dd:ee:99,26,11,101.26582765582462,True,False,True,High Frequency,HIGH
262,2026-09-24 02:27:22.194095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
263,2026-09-24 02:27:22.204095+00:00,aa:bb:cc:dd:ee:99,29,14,101.26582765582462,True,False,True,High Frequency,HIGH
264,2026-09-24 02:27:22.214095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
265,2026-09-24 02:27:22.224095+00:00,aa:bb:cc:dd:ee:99,30,15,101.26582765582462,True,False,True,High Frequency,HIGH
266,2026-09-24 02:27:22.234095+00:00,aa:bb:cc:dd:ee:99,34,19,101.26582765582462,True,False,True,High Frequency,HIGH
267,2026-09-24 02:27:22.244095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
268,2026-09-24 02:27:22.254095+00:00,aa:bb:cc:dd:ee:99,28,13,101.26582765582462,True,False,True,High Frequency,HIGH
269,2026-09-24 02:27:22.264095+00:00,aa:bb:cc:dd:ee:99,31,16,101.26582765582462,True,False,True,High Frequency,HIGH
270,2026-09-24 02:27:22.274095+00:00,aa:bb:cc:dd:ee:99,31,16,101.26582765582462,True,False,True,High Frequency,HIGH
271,2026-09-24 02:27:22.284095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
272,2026-09-24 02:27:22.294095+00:00,aa:bb:cc:dd:ee:99,26,11,101.26582765582462,True,False,True,High Frequency,HIGH
273,2026-09-24 02:27:22.304095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
274,2026-09-24 02:27:22.314095+00:00,aa:bb:cc:dd:ee:99,33,18,101.26582765582462,True,False,True,High Frequency,HIGH
275,2026-09-24 02:27:22.324095+00:00,aa:bb:cc:dd:ee:99,26,11,101.26582765582462,True,False,True,High Frequency,HIGH
276,2026-09-24 02:27:22.334095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
277,2026-09-24 02:27:22.344095+00:00,aa:bb:cc:dd:ee:99,27,12,101.26582765582462,True,False,True,High Frequency,HIGH
278,2026-09-24 02:27:22.354095+00:00,aa:bb:cc:dd:ee:99,32,17,101.26582765582462,True,False,True,High Frequency,HIGH
279,2026-09-24 02:27:22.364095+00:00,aa:bb:cc:dd:ee:99,26,11,101.26582765582462,True,False,True,High Frequency,HIGH
280,2026-09-24 02:27:22.374095+00:00,aa:bb:cc:dd:ee:99,34,19,101.26582765582462,True,False,True,High Frequency,HIGH
281,2026-09-24 02:27:47.584095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
282,2026-09-24 02:27:47.684095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
283,2026-09-24 02:27:47.784095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
284,2026-09-24 02:27:47.884095+00:00,aa:bb:cc:dd:ee:02,95,80,2.1774193589652704,True,True,False,Large Packet,MEDIUM
285,2026-09-24 02:27:47.984095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
286,2026-09-24 02:27:48.084095+00:00,aa:bb:cc:dd:ee:02,95,80,2.1774193589652704,True,True,False,Large Packet,MEDIUM
287,2026-09-24 02:27:48.184095+00:00,aa:bb:cc:dd:ee:04,95,80,3.691275144002523,True,True,False,Large Packet,MEDIUM
288,2026-09-24 02:27:48.284095+00:00,aa:bb:cc:dd:ee:02,95,80,2.1774193589652704,True,True,False,Large Packet,MEDIUM
289,2026-09-24 02:27:48.384095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
290,2026-09-24 02:27:48.484095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
291,2026-09-24 02:27:48.584095+00:00,aa:bb:cc:dd:ee:04,95,80,3.691275144002523,True,True,False,Large Packet,MEDIUM
292,2026-09-24 02:27:48.684095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
293,2026-09-24 02:27:48.784095+00:00,aa:bb:cc:dd:ee:04,95,80,3.691275144002523,True,True,False,Large Packet,MEDIUM
294,2026-09-24 02:27:48.884095+00:00,aa:bb:cc:dd:ee:04,95,80,3.691275144002523,True,True,False,Large Packet,MEDIUM
295,2026-09-24 02:27:48.984095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
296,2026-09-24 02:27:49.084095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
297,2026-09-24 02:27:49.184095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
298,2026-09-24 02:27:49.284095+00:00,aa:bb:cc:dd:ee:01,95,80,2.053872050552665,True,True,False,Large Packet,MEDIUM
299,2026-09-24 02:27:49.384095+00:00,aa:bb:cc:dd:ee:02,95,80,2.1774193589652704,True,True,False,Large Packet,MEDIUM
300,2026-09-24 02:27:49.484095+00:00,aa:bb:cc:dd:ee:04,95,80,3.691275144002523,True,True,False,Large Packet,MEDIUM
