packet_id,timestamp,device_address,packet_type,packet_length,payload_size
26,1790216842.084095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,34,19
27,1790216842.184095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,30,15
28,1790216842.284095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,31,16
29,1790216842.384095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,34,19
30,1790216842.484095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,30,15
31,1790216842.584095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,25,10
32,1790216842.684095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,32,17
33,1790216842.784095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,31,16
34,1790216842.884095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,34,19
35,1790216842.984095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,33,18
36,1790216843.084095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,34,19
37,1790216843.184095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,30,15
38,1790216843.284095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,29,14
39,1790216843.384095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,34,19
40,1790216843.484095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,35,20
41,1790216843.584095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,30,15
42,1790216843.684095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,29,14
43,1790216843.784095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,25,10
44,1790216843.884095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,34,19
45,1790216843.984095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,30,15
46,1790216844.084095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,27,12
47,1790216844.184095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,31,16
48,1790216844.284095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,25,10
49,1790216844.384095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,30,15
50,1790216844.484095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,31,16
51,1790216844.584095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,35,20
52,1790216844.684095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,25,10
53,1790216844.784095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,32,17
54,1790216844.884095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,29,14
55,1790216844.984095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,30,15
56,1790216845.084095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,32,17
57,1790216845.184095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,35,20
58,1790216845.284095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,31,16
59,1790216845.384095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,35,20
60,1790216845.484095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,33,18
61,1790216845.584095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,32,17
62,1790216845.684095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,31,16
63,1790216845.784095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,33,18
64,1790216845.884095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,26,11
65,1790216845.984095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,28,13
66,1790216846.084095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,27,12
67,1790216846.184095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,26,11
68,1790216846.284095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,35,20
69,1790216846.384095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,34,19
70,1790216846.484095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,30,15
71,1790216846.584095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,32,17
72,1790216846.684095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,34,19
73,1790216846.784095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,35,20
74,1790216846.884095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,35,20
75,1790216846.984095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,26,11
76,1790216847.084095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,25,10
77,1790216847.184095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,29,14
78,1790216847.284095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,33,18
79,1790216847.384095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,27,12
80,1790216847.484095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,32,17
81,1790216847.584095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,32,17
82,1790216847.684095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,29,14
83,1790216847.784095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,33,18
84,1790216847.884095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,27,12
85,1790216847.984095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,30,15
86,1790216848.084095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,26,11
87,1790216848.184095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,28,13
88,1790216848.284095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,25,10
89,1790216848.384095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,26,11
90,1790216848.484095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,33,18
91,1790216848.584095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,31,16
92,1790216848.684095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,30,15
93,1790216848.784095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,29,14
94,1790216848.884095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,28,13
95,1790216848.984095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,33,18
96,1790216849.084095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,28,13
97,1790216849.184095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,28,13
98,1790216849.284095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,26,11
99,1790216849.384095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,28,13
100,1790216849.484095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,28,13
101,1790216849.584095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,31,16
102,1790216849.684095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,32,17
103,1790216849.784095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,29,14
104,1790216849.884095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,35,20
105,1790216849.984095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,28,13
106,1790216850.084095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,26,11
107,1790216850.184095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,26,11
108,1790216850.284095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,30,15
109,1790216850.384095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,27,12
110,1790216850.484095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,30,15
111,1790216850.584095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,31,16
112,1790216850.684095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,34,19
113,1790216850.784095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,33,18
114,1790216850.884095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,32,17
115,1790216850.984095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,33,18
116,1790216851.084095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,32,17
117,1790216851.184095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,30,15
118,1790216851.284095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,30,15
119,1790216851.384095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,32,17
120,1790216851.484095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,26,11
121,1790216851.584095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,28,13
122,1790216851.684095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,30,15
123,1790216851.784095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,26,11
124,1790216851.884095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,25,10
125,1790216851.984095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,32,17
126,1790216852.084095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,28,13
127,1790216852.184095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,28,13
128,1790216852.284095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,27,12
129,1790216852.384095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,31,16
130,1790216852.484095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,29,14
131,1790216852.584095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,25,10
132,1790216852.684095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,35,20
133,1790216852.784095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,26,11
134,1790216852.884095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,34,19
135,1790216852.984095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,34,19
136,1790216853.084095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,29,14
137,1790216853.184095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,35,20
138,1790216853.284095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,26,11
139,1790216853.384095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,33,18
140,1790216853.484095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,28,13
141,1790216853.584095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,27,12
142,1790216853.684095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,29,14
143,1790216853.784095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,33,18
144,1790216853.884095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,31,16
145,1790216853.984095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,31,16
146,1790216854.084095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,30,15
147,1790216854.184095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,34,19
148,1790216854.284095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,27,12
149,1790216854.384095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,26,11
150,1790216854.484095,aa:bb:cc:dd:ee:03,BLE_ADVERTISING_IND,31,16
151,1790216854.584095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,31,16
152,1790216854.684095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,35,20
153,1790216854.784095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
154,1790216854.884095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,30,15
155,1790216854.984095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,35,20
156,1790216855.084095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
157,1790216855.184095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,27,12
158,1790216855.284095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,32,17
159,1790216855.384095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,26,11
160,1790216855.484095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,32,17
161,1790216855.584095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,27,12
162,1790216855.684095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,31,16
163,1790216855.784095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,33,18
164,1790216855.884095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,27,12
165,1790216855.984095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,31,16
166,1790216856.084095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,31,16
167,1790216856.184095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,35,20
168,1790216856.284095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,27,12
169,1790216856.384095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,28,13
170,1790216856.484095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,28,13
171,1790216856.584095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,33,18
172,1790216856.684095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,25,10
173,1790216856.784095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
174,1790216856.884095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,30,15
175,1790216856.984095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,29,14
176,1790216857.084095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
177,1790216857.184095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,28,13
178,1790216857.284095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,25,10
179,1790216857.384095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,29,14
180,1790216857.484095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
181,1790216857.584095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
182,1790216857.684095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,27,12
183,1790216857.784095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,33,18
184,1790216857.884095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
185,1790216857.984095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,30,15
186,1790216858.084095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,31,16
187,1790216858.184095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,30,15
188,1790216858.284095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
189,1790216858.384095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,33,18
190,1790216858.484095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,26,11
191,1790216858.584095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,26,11
192,1790216858.684095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,27,12
193,1790216858.784095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,27,12
194,1790216858.884095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,29,14
195,1790216858.984095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,30,15
196,1790216859.084095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,31,16
197,1790216859.184095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,34,19
198,1790216859.284095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,31,16
199,1790216859.384095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,35,20
200,1790216859.484095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,28,13
201,1790216841.584095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
202,1790216841.594095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
203,1790216841.604095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
204,1790216841.614095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
205,1790216841.624095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
206,1790216841.634095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,34,19
207,1790216841.644095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
208,1790216841.654095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
209,1790216841.664095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
210,1790216841.674095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,31,16
211,1790216841.684095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,34,19
212,1790216841.694095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,35,20
213,1790216841.704095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,35,20
214,1790216841.714095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
215,1790216841.724095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,35,20
216,1790216841.734095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
217,1790216841.744095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,31,16
218,1790216841.754095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
219,1790216841.764095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
220,1790216841.774095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,25,10
221,1790216841.784095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
222,1790216841.794095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,31,16
223,1790216841.804095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,34,19
224,1790216841.814095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
225,1790216841.824095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
226,1790216841.834095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
227,1790216841.844095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,25,10
228,1790216841.854095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
229,1790216841.864095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
230,1790216841.874095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
231,1790216841.884095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
232,1790216841.894095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
233,1790216841.904095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
234,1790216841.914095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
235,1790216841.924095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
236,1790216841.934095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,29,14
237,1790216841.944095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,29,14
238,1790216841.954095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
239,1790216841.964095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
240,1790216841.974095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
241,1790216841.984095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,34,19
242,1790216841.994095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
243,1790216842.004095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,35,20
244,1790216842.014095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
245,1790216842.024095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
246,1790216842.034095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,35,20
247,1790216842.044095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,31,16
248,1790216842.054095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,28,13
249,1790216842.064095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
250,1790216842.074095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
251,1790216842.084095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
252,1790216842.094095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,35,20
253,1790216842.104095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,25,10
254,1790216842.114095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,28,13
255,1790216842.124095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,34,19
256,1790216842.134095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,29,14
257,1790216842.144095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
258,1790216842.154095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
259,1790216842.164095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
260,1790216842.174095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,29,14
261,1790216842.184095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
262,1790216842.194095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
263,1790216842.204095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,29,14
264,1790216842.214095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
265,1790216842.224095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,30,15
266,1790216842.234095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,34,19
267,1790216842.244095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
268,1790216842.254095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,28,13
269,1790216842.264095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,31,16
270,1790216842.274095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,31,16
271,1790216842.284095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
272,1790216842.294095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
273,1790216842.304095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
274,1790216842.314095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,33,18
275,1790216842.324095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
276,1790216842.334095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
277,1790216842.344095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,27,12
278,1790216842.354095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,32,17
279,1790216842.364095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,26,11
280,1790216842.374095,aa:bb:cc:dd:ee:99,BLE_ADVERTISING_IND,34,19
281,1790216867.584095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
282,1790216867.684095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
283,1790216867.784095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
284,1790216867.884095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,95,80
285,1790216867.984095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
286,1790216868.084095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,95,80
287,1790216868.184095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,95,80
288,1790216868.284095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,95,80
289,1790216868.384095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
290,1790216868.484095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
291,1790216868.584095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,95,80
292,1790216868.684095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
293,1790216868.784095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,95,80
294,1790216868.884095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,95,80
295,1790216868.984095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
296,1790216869.084095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
297,1790216869.184095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
298,1790216869.284095,aa:bb:cc:dd:ee:01,BLE_ADVERTISING_IND,95,80
299,1790216869.384095,aa:bb:cc:dd:ee:02,BLE_ADVERTISING_IND,95,80
300,1790216869.484095,aa:bb:cc:dd:ee:04,BLE_ADVERTISING_IND,95,80
